videoId,publishedAt,kind,title,description,channelTitle,liveBroadcastContent
sSH_voZVnJQ,2023-07-14,youtube#video,Oud-D66-leider Pechtold steunt Jetten in kandidaatstelling voor lijsttrekker,"In Rob Jetten ziet oud-D66-leider Alexander Pechtold een goede opvolger van Sigrid Kaag, de huidige lijsttrekker die deze week ...",WNL,none
UxaiUJkHiRo,2023-07-16,youtube#video,Omtzigt wijst D66-troela terecht! &#39;Hierdoor belanden mensen in de VOEDSELBANK!&#39;,Omtzigt wijst D66-troela terecht! 'Hierdoor belanden mensen in de VOEDSELBANK!',KafkaNL,none
ZCjz4APkhos,2023-07-16,youtube#video,Baudet (FVD) clasht met D66-voorzitter: &quot;Ik praat niet langer dan strikt noodzakelijk!&quot;,,Politiek TV,none
KV4npSqRnFM,2023-07-19,youtube#video,"De Tweede Kamer lacht De Groot (D66) KEIHARD uit: &quot;Dit is geen politiek, dit is cabaret!&quot;",,Politiek TV,none
5N6EavZAC9s,2023-07-21,youtube#video,"Omtzigt VS De Groot (D66): &quot;U leeft in een TOTAAL andere WERELD, u wil is nog altijd GEEN wet!&quot;",,Politiek TV,none
6Qhsurl5yjk,2023-07-23,youtube#video,D66&#39;ers wijzen snel naar Bergkamp als Van der Plas &#39;te veel&#39; interrupties pleegt!,,Politiek TV,none
_8v4vicgoKc,2023-07-24,youtube#video,D66-prominent Rinnooy Kan: &#39;Nog nooit zo’n bijzonder begaafde groep bewindslieden afgevaardigd&#39;,Voor D66-prominent Alexander Rinnooy Kan is het nog steeds een raadsel waarom zijn partij zo laag scoort in de peilingen.,WNL,none
UmQWXsVC8lA,2023-07-25,youtube#video,Omtzigt VS D66: &quot;Hoe vind u zelf dat het gaat? D66 is in ALLE provincies UITGESLOTEN!&quot;,,Politiek TV,none
SKsTOUmqCj0,2023-07-25,youtube#video,D66-GROUPIE wordt keihard UITGELACHEN! 😂,,KafkaNL,none
bWzoL1YJ77M,2023-07-31,youtube#video,D66 — Het PRIDE verhaal van Robbert,Blijven terugduwen. Blijven doorgaan. Zo zorgen we ervoor dat er uiteindelijk ruimte is voor iedereen in de Nederlandse ...,D66,none
D31XfJVonuY,2023-08-01,youtube#video,D66 — Het PRIDE verhaal van Emre,Ik hoop straks als geschiedenisdocent een veilige omgeving te creëren voor mijn leerlingen. Waarin 'homo' niet het meest ...,D66,none
IoZPRFtmssc,2023-08-02,youtube#video,D66 — Het PRIDE verhaal van Sjoerd,Ik kan mij geen wereld voorstellen waarin de Pride-maand overbodig is. Emancipatie vraagt altijd onderhoud. We moeten juist ...,D66,none
aoeNP5v2ATU,2023-08-03,youtube#video,D66 Shorts — Het PRIDE verhaal van Paul,Na de verkiezingen in november wil ik de volgende dag wakker worden met hopelijk een progressief beleid. Waarbij we kijken ...,D66,none
91rnVpNogzg,2023-08-05,youtube#video,"Bosma (PVV): &quot;Prominente D66&#39;ers BEDREIGEN journalisten, D66 doet er NIKS tegen!&quot;",,Politiek TV,none
gaUHYgr0Dk0,2023-08-05,youtube#video,D66 — Het PRIDE verhaal van Dolly,Er was een meisje dat voelde zich prettig en durfde toen voor het eerst te vertellen dat ze op meisjes viel. Twee maanden later ...,D66,none
CZT-798Isyk,2023-08-06,youtube#video,De Groot (D66) wil boeren verbieden om naar de rechter te gaan: &quot;Het is een DEMOCRATISCH recht!&quot;,,Politiek TV,none
